Panel,Area,Floor,Equipment served,Panel used/cap,Point Tag,Type,Description,Signal / Range,Units,Wired,Terminated,P2P verified,Func. test,Observed value / state,Notes
EVU-6,Floor 2,2F,,24/34,EVU-6-DI07,DI,Digital input #7,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
EVU-6,Floor 2,2F,,24/34,EVU-6-AI01,AI,Analog input #1,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
EVU-6,Floor 2,2F,,24/34,EVU-6-AI02,AI,Analog input #2,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
EVU-6,Floor 2,2F,,24/34,EVU-6-AI03,AI,Analog input #3,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
EVU-6,Floor 2,2F,,24/34,EVU-6-AI04,AI,Analog input #4,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
EVU-6,Floor 2,2F,,24/34,EVU-6-AI05,AI,Analog input #5,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
EVU-6,Floor 2,2F,,24/34,EVU-6-AI06,AI,Analog input #6,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
EVU-6,Floor 2,2F,,24/34,EVU-6-AI07,AI,Analog input #7,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
EVU-6,Floor 2,2F,,24/34,EVU-6-AO01,AO,Analog output #1,0-10 V / 4-20 mA,%,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO01,DO,Digital output #1,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO02,DO,Digital output #2,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO03,DO,Digital output #3,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO04,DO,Digital output #4,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO05,DO,Digital output #5,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO06,DO,Digital output #6,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO07,DO,Digital output #7,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO08,DO,Digital output #8,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO09,DO,Digital output #9,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO10,DO,Digital output #10,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DO11,DO,Digital output #11,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DI01,DI,Digital input #1,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DI02,DI,Digital input #2,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DI03,DI,Digital input #3,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DI04,DI,Digital input #4,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DI05,DI,Digital input #5,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DI06,DI,Digital input #6,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DI07,DI,Digital input #7,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-DI08,DI,Digital input #8,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-AI01,AI,Analog input #1,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-AI02,AI,Analog input #2,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-AI03,AI,Analog input #3,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-1,Floor 1,1F,EVU-1,23/26,RCP-1-1-AI04,AI,Analog input #4,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO01,DO,Digital output #1,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO02,DO,Digital output #2,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO03,DO,Digital output #3,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO04,DO,Digital output #4,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO05,DO,Digital output #5,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO06,DO,Digital output #6,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO07,DO,Digital output #7,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO08,DO,Digital output #8,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO09,DO,Digital output #9,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO10,DO,Digital output #10,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO11,DO,Digital output #11,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO12,DO,Digital output #12,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO13,DO,Digital output #13,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO14,DO,Digital output #14,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO15,DO,Digital output #15,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO16,DO,Digital output #16,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO17,DO,Digital output #17,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO18,DO,Digital output #18,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO19,DO,Digital output #19,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO20,DO,Digital output #20,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO21,DO,Digital output #21,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO22,DO,Digital output #22,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO23,DO,Digital output #23,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO24,DO,Digital output #24,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO25,DO,Digital output #25,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO26,DO,Digital output #26,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO27,DO,Digital output #27,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO28,DO,Digital output #28,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DO29,DO,Digital output #29,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI01,DI,Digital input #1,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI02,DI,Digital input #2,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI03,DI,Digital input #3,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI04,DI,Digital input #4,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI05,DI,Digital input #5,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI06,DI,Digital input #6,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI07,DI,Digital input #7,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI08,DI,Digital input #8,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI09,DI,Digital input #9,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI10,DI,Digital input #10,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI11,DI,Digital input #11,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI12,DI,Digital input #12,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI13,DI,Digital input #13,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI14,DI,Digital input #14,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI15,DI,Digital input #15,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-DI16,DI,Digital input #16,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-BTOT01,BTOT,Pulse / totalizer #1,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-BTOT02,BTOT,Pulse / totalizer #2,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-BTOT03,BTOT,Pulse / totalizer #3,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-BTOT04,BTOT,Pulse / totalizer #4,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-AI01,AI,Analog input #1,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-AI02,AI,Analog input #2,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-AI03,AI,Analog input #3,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-AI04,AI,Analog input #4,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-AI05,AI,Analog input #5,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-AI06,AI,Analog input #6,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-AI07,AI,Analog input #7,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-AO01,AO,Analog output #1,0-10 V / 4-20 mA,%,☐,☐,☐,☐,,
RCP-1-2,Floor 1,1F,"AC-7, EVU-2",58/68,RCP-1-2-AO02,AO,Analog output #2,0-10 V / 4-20 mA,%,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO01,DO,Digital output #1,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO02,DO,Digital output #2,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO03,DO,Digital output #3,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO04,DO,Digital output #4,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO05,DO,Digital output #5,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO06,DO,Digital output #6,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO07,DO,Digital output #7,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO08,DO,Digital output #8,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO09,DO,Digital output #9,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO10,DO,Digital output #10,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO11,DO,Digital output #11,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO12,DO,Digital output #12,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO13,DO,Digital output #13,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO14,DO,Digital output #14,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO15,DO,Digital output #15,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO16,DO,Digital output #16,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO17,DO,Digital output #17,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO18,DO,Digital output #18,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DO19,DO,Digital output #19,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DI01,DI,Digital input #1,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DI02,DI,Digital input #2,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DI03,DI,Digital input #3,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DI04,DI,Digital input #4,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DI05,DI,Digital input #5,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DI06,DI,Digital input #6,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DI07,DI,Digital input #7,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-DI08,DI,Digital input #8,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-AI01,AI,Analog input #1,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-AI02,AI,Analog input #2,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-AI03,AI,Analog input #3,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RCP-1-3,Floor 1,1F,EVU-3,31/34,RCP-1-3-AI04,AI,Analog input #4,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO01,DO,Digital output #1,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO02,DO,Digital output #2,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO03,DO,Digital output #3,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO04,DO,Digital output #4,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO05,DO,Digital output #5,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO06,DO,Digital output #6,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO07,DO,Digital output #7,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO08,DO,Digital output #8,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO09,DO,Digital output #9,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO10,DO,Digital output #10,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO11,DO,Digital output #11,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO12,DO,Digital output #12,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO13,DO,Digital output #13,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DO14,DO,Digital output #14,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI01,DI,Digital input #1,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI02,DI,Digital input #2,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI03,DI,Digital input #3,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI04,DI,Digital input #4,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI05,DI,Digital input #5,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI06,DI,Digital input #6,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI07,DI,Digital input #7,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI08,DI,Digital input #8,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI09,DI,Digital input #9,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI10,DI,Digital input #10,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI11,DI,Digital input #11,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI12,DI,Digital input #12,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI13,DI,Digital input #13,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI14,DI,Digital input #14,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI15,DI,Digital input #15,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI16,DI,Digital input #16,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI17,DI,Digital input #17,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-DI18,DI,Digital input #18,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-BTOT01,BTOT,Pulse / totalizer #1,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-BTOT02,BTOT,Pulse / totalizer #2,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-BTOT03,BTOT,Pulse / totalizer #3,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-AI01,AI,Analog input #1,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-AI02,AI,Analog input #2,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-AI03,AI,Analog input #3,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-1-1,Floor 1,1F,,39/48,RS-1-1-AI04,AI,Analog input #4,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO01,DO,Digital output #1,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO02,DO,Digital output #2,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO03,DO,Digital output #3,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO04,DO,Digital output #4,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO05,DO,Digital output #5,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO06,DO,Digital output #6,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO07,DO,Digital output #7,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO08,DO,Digital output #8,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO09,DO,Digital output #9,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO10,DO,Digital output #10,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO11,DO,Digital output #11,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO12,DO,Digital output #12,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO13,DO,Digital output #13,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO14,DO,Digital output #14,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO15,DO,Digital output #15,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-1-2,Floor 1,1F,,73/88,RS-1-2-DO16,DO,Digital output #16,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
